table_id	table_name	ind_id	ind_name
Table23.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	230	Кредиты и прочие размещенные средства, предоставленные нефинансовым предприятиям и организациям
Table23.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	231	Кредиты, депозиты и иные размещенные средства, предоставленные банкам
Table23.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	232	Кредиты, предоставленные физическим лицам
Table23.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	233	Всего
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	1	Куплено у физических лиц, доллар США
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	614	Учтенные векселя с номиналом в иностранной валюте
Table4.6	Данные о суммах учтенных кредитными организациями векселей (01.01.2001 - 01.04.2007)	155	Учтенные векселя с номиналом в российских рублях - всего
Table3.5	Объем выпущенных кредитными организациями депозитных и сберегательных сертификатов и облигаций (01.01.2001 - 01.04.2007)	146	Сберегательные сертификаты
Table3.5	Объем выпущенных кредитными организациями депозитных и сберегательных сертификатов и облигаций (01.01.2001 - 01.04.2007)	147	Облигации
Table3.4	Данные об объемах бюджетных средств на счетах кредитных организаций (01.01.2001 - 01.04.2007)	144	Средства внебюджетных фондов
Table3.5	Объем выпущенных кредитными организациями депозитных и сберегательных сертификатов и облигаций (01.01.2001 - 01.04.2007)	145	Депозитные сертификаты
Table3.4	Данные об объемах бюджетных средств на счетах кредитных организаций (01.01.2001 - 01.04.2007)	142	Средства бюджетов субъектов Российской Федерации и местных бюджетов
Table3.4	Данные об объемах бюджетных средств на счетах кредитных организаций (01.01.2001 - 01.04.2007)	143	Прочие средства бюджетов
Table3.3	Средства предприятий, организаций, учреждений на счетах кредитных организаций в иностранной валюте (01.01.2001 - 01.04.2007)	140	Прочие
Table3.4	Данные об объемах бюджетных средств на счетах кредитных организаций (01.01.2001 - 01.04.2007)	141	Средства федерального бюджета
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	612	Портфель участия в дочерних и зависимых акционерных обществах
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	613	Учтенные векселя с номиналом в рублях
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	610	Долговые обязательства Российской Федерации (без учета переоценки)
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	611	Долевые ценные бумаги
Tab27.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	616	Долговые обязательства Российской Федерации (без учета переоценки)
Tab27.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	617	Долевые ценные бумаги
Table3.6	Данные о суммах средств юридических и физических лиц, привлеченных путем выпуска кредитными организациями векселей (01.01.2001 - 01.04.2007)	148	Средства в рублях, привлеченные путем выпуска векселей
Table3.6	Данные о суммах средств юридических и физических лиц, привлеченных путем выпуска кредитными организациями векселей (01.01.2001 - 01.04.2007)	149	Средства в иностранной валюте, привлеченные путем выпуска векселей
Table4.5	Структура вложения кредитных организаций в ценные бумаги (01.01.2001 - 01.04.2007)	154	Прочее участие
Tab28.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе	623	Кредиты, депозиты и прочие размещенные средства, предоставленные кредитным организациям
Tab28.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе	622	Кредиты и прочие размещенные средства, предоставленные нефинансовым организациям
Table3.1	Объем депозитов и вкладов юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.01.2001 - 01.04.2006)	133	физических лиц в рублях
Table3.1	Объем депозитов и вкладов юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.01.2001 - 01.04.2006)	132	юридических лиц в иностранной валюте
Table3.1	Объем депозитов и вкладов юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.01.2001 - 01.04.2006)	131	юридических лиц в рублях
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	130	строительство
Table4.24	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2007)	498	Юридическим лицам обрабатывающие производства
Table4.24	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2007)	499	Юридическим лицам производство и распределение электроэнергии, газа и воды
Table3.2	Средства предприятий, организаций, учреждений на счетах кредитных организаций в рублях (01.01.2001 - 01.04.2007)	135	Государственных предприятий
Table3.1	Объем депозитов и вкладов юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.01.2001 - 01.04.2006)	134	физических лиц в иностранной валюте
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	494	Объем предоставленных кредитов физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенный срок кредитования
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	495	Объем предоставленных кредитов физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенная процентная ставка
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	496	Объем предоставленных кредитов индивидуальным предпринимателям
Table4.24	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2007)	497	Юридическим лицам добыча полезных ископаемых
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	490	Объем предоставленных кредитов физическим лицам на покупку жилья всего
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	491	Объем предоставленных кредитов физическим лицам на покупку жилья, средневзвешенный срок кредитования
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	492	Объем предоставленных кредитов физическим лицам на покупку жилья, вредневзвешенная процентная ставка
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	493	Объем предоставленных кредитов физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты всего
Table1	Общая характеристика банковской сети региона	24	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 10 до 30 млн. руб.
Table1	Общая характеристика банковской сети региона	25	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 30 до 60 млн. руб.
Table1	Общая характеристика банковской сети региона	26	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 60 до 150 млн. руб.
Table1	Общая характеристика банковской сети региона	27	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 150 до 300 млн. руб.
Table1	Общая характеристика банковской сети региона	20	Количество дополнительных офисов кредитных организаций
Table1	Общая характеристика банковской сети региона	21	Количество операционных касс кредитных организаций
Table1	Общая характеристика банковской сети региона	22	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: до 3 млн. руб.
Table1	Общая характеристика банковской сети региона	23	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 3 до 10 млн. руб.
Table1	Общая характеристика банковской сети региона	28	Группировка действующих кредитных организаций региона по величине зарегистрированного уставного капитала: от 300 млн. руб. и выше
Table1	Общая характеристика банковской сети региона	29	Количество кредитных организаций, у которых отозваны лицензии на осуществление банковских операций и в которых не завершены ликвидационные процедуры
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	407	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты всего
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	406	Вновь выданные кредиты физическим лицам на покупку жилья, вредневзвешенная процентная ставка
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	405	Вновь выданные кредиты физическим лицам на покупку жилья, средневзвешенный срок кредитования
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	404	Вновь выданные кредиты физическим лицам на покупку жилья, всего
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	403	От 300 млн. руб. и выше
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	402	От 150 до 300 млн. руб.
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	401	От 60 до 150 млн. руб.
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	400	От 30 до 60 млн. руб.
Table3.13	Данные о суммах средств юридических и физических лиц, привлеченных путем выпуска кредитными организациями векселей	452	Средства в иностранной валюте, привлеченные путем выпуска векселей
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	409	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенная процентная ставка
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	408	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенный срок кредитования
Tab28.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	628	Кредиты и прочие средства, предоставленные физическим лицам
Table4.49	Сведения о задолженности по кредитам, предоставленным субъектам малого и среднего предпринимательства	758	Задолженность в рублях субъектам малого и среднего предпринимательства
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	379	Юридическим лицам транспорт и связь
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	378	Юридическим лицам строительство
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	371	На покупку жилья физическим лицам в иностранной валюте
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	370	Индивидуальным предпринимателям в рублях
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	373	Индивидуальным предпринимателям в иностранной валюте
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	372	Ипотечные жилищные кредиты физическим лицам в иностранной валюте
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	375	Юридическим лицам обрабатывающие производства
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	374	Юридическим лицам добыча полезных ископаемых
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	377	Юридическим лицам сельское хозяйство, охота и лесное хозяйство
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	376	Юридическим лицам производство и распределение электроэнергии, газа и воды
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	708	Всего, в том числе на завершение расчетов
Table3.20	Объем банковских вкладов (депозитов) юридических и физических лиц в рублях и иностранной валюте и другие привлеченные средства клиентов	709	Всего
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	704	Всего, в том числе транспорт и связь
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	705	Всего, в том числе оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	706	Всего, в том числе операции с недвижимым имуществом, аренда и предоставление услуг
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	707	Всего, в том числе прочие виды деятельности
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	700	Всего, в том числе обрабатывающие производства
Tab27.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	618	Портфель участия в дочерних и зависимых акционерных обществах
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	702	Всего, в том числе сельское хозяйство, охота и лесное хозяйство
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	703	Всего, в том числе строительство
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	393	Индивидуальным предпринимателям
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	392	Физическим лицам
Graf2	Динамика средневзвешенных процентных ставок по кредитам, предоставленным юридическим и физическим лицам, %	88	физическим лицам в иностранной валюте
Graf3	Динамика средневзвешенных процентных ставок по средствам, вложенным в ценные бумаги, %	89	по учтенным банками векселям в валюте РФ
Table1.13	Количество кредитных организаций, использующих право на усреднение обязательных резервов (01.01.2005 - 01.01.2007)	397	Удельный вес в количестве действующих кредитных организаций региона
Table1.13	Количество кредитных организаций, использующих право на усреднение обязательных резервов (01.01.2005 - 01.01.2007)	396	Единиц
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	395	Физическим лицам в иностранной валюте, всего
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	394	Физическим лицам в рублях, всего
Graf1	Динамика средневзвешенных процентных ставок по привлеченным депозитам, %	82	по депозитам предприятий и организаций в иностранной валюте
Graf1	Динамика средневзвешенных процентных ставок по привлеченным депозитам, %	83	по депозитам физических лиц в валюте РФ
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	399	От 10 до 30 млн. руб.
Table1.14	Группировка кредитных организаций, использующих право на усреднение обязательных резервов, по величине зарегистрированного уставного капитала	398	До 10 млн. руб.
Graf2	Динамика средневзвешенных процентных ставок по кредитам, предоставленным юридическим и физическим лицам, %	86	предприятиям и организациям в иностранной валюте
Graf2	Динамика средневзвешенных процентных ставок по кредитам, предоставленным юридическим и физическим лицам, %	87	физическим лицам в валюте РФ
Graf1	Динамика средневзвешенных процентных ставок по привлеченным депозитам, %	84	по депозитам физических лиц в иностранной валюте
Graf2	Динамика средневзвешенных процентных ставок по кредитам, предоставленным юридическим и физическим лицам, %	85	предприятиям и организациям в валюте РФ
Table1.2	Kоличество действующих кредитных организаций и их филиалов	790	Количество филиалов в регионе, всего
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	7	Среднемесячные курсы продажи Немецкой марки
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	586	Юридическим лицам на завершение расчетов
Table4.33	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	587	Юридическим лицам добыча полезных ископаемых
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	584	Юридическим лицам операции с недвижимым имуществом, аренда и предоставление услуг
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	585	Всего
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	582	Индивидуальным предпринимателям
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	583	Юридическим лицам, в том числе: добыча топливно-энергетических ископаемых
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	580	Юридическим лицам прочие виды деятельности
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	581	Физическим лицам
Table4.33	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	588	Юридическим лицам обрабатывающие производства
Table4.33	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	589	Юридическим лицам производство и распределение электроэнергии, газа и воды
Table25.1	Данные о просроченной задолженности по кредитам, депозитам и прочим размещенным средствам по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	245	по кредитам и прочим размещенным средствам, предоставленным нефинансовым предприятиям и организациям в рублях
Table24.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	244	Кредиты, предоставленные физическим лицам
Table25.1	Данные о просроченной задолженности по кредитам, депозитам и прочим размещенным средствам по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	247	по кредитам, депозитам и иным размещенным средствам, предоставленным банкам в рублях
Table25.1	Данные о просроченной задолженности по кредитам, депозитам и прочим размещенным средствам по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	246	по кредитам и прочим размещенным средствам, предоставленным нефинансовым предприятиям и организациям в иностранной валюте
Table24.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	241	Всего
Table24.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	240	Кредиты, предоставленные физическим лицам
Table24.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	243	Кредиты, депозиты и иные размещенные средства, предоставленные банкам
